company_id,type,rule_id,text,confidence_pct
ICICIGI,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
ICICIGI,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
ICICIGI,con,FALLBACK_CON_MARGIN,Current operating margin of 3363.00% leaves scope for further improvement in operating efficiency,65.0
ICICIPRULI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and minimizes interest burden,98.0
ICICIPRULI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
ICICIPRULI,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
ICICIPRULI,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
ICICIPRULI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.69
ICICIPRULI,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
ICICIPRULI,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
ICICIPRULI,con,CON_6,Interest coverage below 1.5x indicates elevated risk in meeting debt-servicing obligations,76.54
INDIGO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
INDIGO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
INDIGO,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,95.0
INDIGO,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,95.0
INDIGO,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
INDIGO,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
INDIGO,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.63
INDIGO,con,FALLBACK_CON_ICR,Interest coverage of 4.46x indicates less headroom for debt servicing than stronger balance sheets,70.0
INDUSINDBK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
INDUSINDBK,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
INDUSINDBK,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,73.12
INDUSINDBK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,71.34
INDUSINDBK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.99
INDUSINDBK,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,95.0
INDUSINDBK,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,94.43
INDUSINDBK,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
INDUSINDBK,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
INFY,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
INFY,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
INFY,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
INFY,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
IOC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
IOC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
IOC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,77.67
IOC,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,70.15
IOC,con,CON_9,Operating profit margin below 10% indicates limited operating profitability,80.0
IOC,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,76.21
IRCTC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,90.21
IRCTC,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
IRCTC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,88.0
IRCTC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
IRCTC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
IRCTC,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,83.75
IRCTC,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.91
IRCTC,con,FALLBACK_CON_MARGIN,Current operating margin of 34.00% leaves scope for further improvement in operating efficiency,65.0
IRFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
IRFC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
IRFC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
IRFC,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.13
IRFC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,77.67
IRFC,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,74.87
IRFC,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,95.0
IRFC,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,95.0
IRFC,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
IRFC,con,CON_6,Interest coverage below 1.5x indicates elevated risk in meeting debt-servicing obligations,76.81
ITC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
ITC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90.0
ITC,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
ITC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
ITC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
ITC,con,FALLBACK_CON_REVENUE,Revenue CAGR of 7.95% indicates relatively modest historical top-line growth,70.0
JINDALSTEL,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
JINDALSTEL,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
JIOFIN,pro,PRO_3,Debt-free balance sheet provides financial flexibility and minimizes interest burden,98.0
JIOFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
JIOFIN,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
JIOFIN,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
JIOFIN,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
JSWENERGY,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
JSWENERGY,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
JSWENERGY,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
JSWENERGY,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,77.67
JSWENERGY,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,70.48
JSWENERGY,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
JSWENERGY,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
JSWENERGY,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,80.69
JSWSTEEL,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
JSWSTEEL,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.21
JSWSTEEL,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
JSWSTEEL,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
JSWSTEEL,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,75.1
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
KOTAKBANK,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
KOTAKBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,76.52
KOTAKBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,70.57
KOTAKBANK,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,95.0
KOTAKBANK,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
KOTAKBANK,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,80.02
KOTAKBANK,con,CON_9,Operating profit margin below 10% indicates limited operating profitability,80.0
LICI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
LICI,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,95.0
LICI,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
LICI,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
LICI,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
LICI,con,CON_9,Operating profit margin below 10% indicates limited operating profitability,80.0
LODHA,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
LODHA,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
LODHA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.0
LODHA,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
LT,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
LT,con,CON_3,Operating margins declining for consecutive years suggest pricing or cost pressure,90.0
LT,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
LTIM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
LTIM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95.0
LTIM,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
LTIM,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
LTIM,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,77.16
LTIM,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
M&M,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
M&M,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
M&M,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,71.76
M&M,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
M&M,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
M&M,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,77.51
MARUTI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
MARUTI,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
MARUTI,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
MARUTI,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
MARUTI,con,FALLBACK_CON_MARGIN,Current operating margin of 14.00% leaves scope for further improvement in operating efficiency,65.0
MOTHERSON,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
MOTHERSON,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
MOTHERSON,con,FALLBACK_CON_ROE,Return on equity of 11.80% is below a stronger double-digit efficiency benchmark,70.0
NAUKRI,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
NAUKRI,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
NAUKRI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.0
NAUKRI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.23
NAUKRI,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
NAUKRI,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
NAUKRI,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
NESTLEIND,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
NESTLEIND,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
NESTLEIND,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
NESTLEIND,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
NESTLEIND,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,70.66
NESTLEIND,con,FALLBACK_CON_MARGIN,Current operating margin of 24.00% leaves scope for further improvement in operating efficiency,65.0
NHPC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
NHPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
NHPC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
NHPC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
NHPC,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
NHPC,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,85.1
NHPC,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
NHPC,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
NTPC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
NTPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.0
NTPC,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
NTPC,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,76.95
ONGC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
ONGC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
ONGC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
ONGC,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
PFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,92.0
PFC,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
PFC,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
PFC,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,95.0
PFC,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,95.0
PFC,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
PFC,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
PFC,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
PIDILITIND,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
PIDILITIND,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
PIDILITIND,con,FALLBACK_CON_MARGIN,Current operating margin of 23.00% leaves scope for further improvement in operating efficiency,65.0
PNB,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
PNB,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.8
PNB,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
PNB,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
PNB,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
PNB,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,78.42
PNB,con,CON_6,Interest coverage below 1.5x indicates elevated risk in meeting debt-servicing obligations,77.93
POWERGRID,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
POWERGRID,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
POWERGRID,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
POWERGRID,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
POWERGRID,con,FALLBACK_CON_ROCE,Return on capital employed of 13.20% leaves room for improvement in capital efficiency,70.0
RECLTD,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
RECLTD,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
RECLTD,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
RECLTD,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,77.01
RECLTD,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,95.0
RECLTD,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,92.89
RECLTD,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
RECLTD,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
RELIANCE,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
RELIANCE,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
RELIANCE,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
RELIANCE,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
SBILIFE,pro,PRO_3,Debt-free balance sheet provides financial flexibility and minimizes interest burden,98.0
SBILIFE,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
SBILIFE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.46
SBILIFE,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
SBILIFE,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
SBILIFE,con,CON_9,Operating profit margin below 10% indicates limited operating profitability,80.0
SBIN,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,95.0
SBIN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,95.0
SBIN,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
SBIN,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
SBIN,con,CON_9,Operating profit margin below 10% indicates limited operating profitability,80.0
SBIN,con,CON_6,Interest coverage below 1.5x indicates elevated risk in meeting debt-servicing obligations,76.49
SHREECEM,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
SHREECEM,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
SHREECEM,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
SHREECEM,con,FALLBACK_CON_ROE,Return on equity of 12.20% is below a stronger double-digit efficiency benchmark,70.0
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
SHRIRAMFIN,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
SHRIRAMFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.0
SHRIRAMFIN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.11
SHRIRAMFIN,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,75.24
SHRIRAMFIN,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,95.0
SHRIRAMFIN,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
SHRIRAMFIN,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
SHRIRAMFIN,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,79.83
SIEMENS,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
SIEMENS,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
SIEMENS,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,76.97
SIEMENS,con,FALLBACK_CON_MARGIN,Current operating margin of 14.00% leaves scope for further improvement in operating efficiency,65.0
SUNPHARMA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,91.69
SUNPHARMA,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
SUNPHARMA,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
SUNPHARMA,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,76.81
SUNPHARMA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.0
SUNPHARMA,con,FALLBACK_CON_MARGIN,Current operating margin of 27.00% leaves scope for further improvement in operating efficiency,65.0
TATACONSUM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
TATACONSUM,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
TATACONSUM,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
TATACONSUM,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TATACONSUM,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,72.4
TATACONSUM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.92
TATACONSUM,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
TATAMOTORS,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TATAMOTORS,con,FALLBACK_CON_ICR,Interest coverage of 3.80x indicates less headroom for debt servicing than stronger balance sheets,70.0
TATAPOWER,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TATAPOWER,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.02
TATAPOWER,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
TATAPOWER,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,78.57
TATASTEEL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
TATASTEEL,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TATASTEEL,con,CON_7,Revenue declining for consecutive periods indicates weakening top-line momentum,90.0
TATASTEEL,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
TATASTEEL,con,CON_11,Net profit declining across consecutive periods indicates weakening earnings momentum,90.0
TATASTEEL,con,CON_12,Declining EPS across consecutive periods indicates pressure on per-share earnings,90.0
TATASTEEL,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests weak returns on invested capital,85.0
TATASTEEL,con,CON_6,Interest coverage below 1.5x indicates elevated risk in meeting debt-servicing obligations,81.53
TCS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
TCS,pro,PRO_7,Strong interest coverage indicates limited financial stress from debt servicing,90.0
TCS,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TCS,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.0
TCS,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
TECHM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
TECHM,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TECHM,con,CON_11,Net profit declining across consecutive periods indicates weakening earnings momentum,90.0
TECHM,con,CON_12,Declining EPS across consecutive periods indicates pressure on per-share earnings,90.0
TECHM,con,CON_1,Return on equity below 10% indicates relatively weak shareholder capital efficiency,85.0
TITAN,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TITAN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.79
TITAN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,76.76
TITAN,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,70.41
TITAN,con,CON_8,Rising borrowings over consecutive periods suggest increasing financial leverage risk,90.0
TITAN,con,CON_5,Net debt exceeding 3 times EBITDA indicates high leverage and reduced financial flexibility,77.71
TITAN,con,CON_4,Debt-to-equity above 2x indicates elevated financial leverage and balance-sheet risk,71.12
TORNTPHARM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy internal cash generation,95.0
TORNTPHARM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,93.09
TORNTPHARM,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,85.89
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
TORNTPHARM,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TORNTPHARM,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,84.0
TORNTPHARM,con,FALLBACK_CON_REVENUE,Revenue CAGR of 6.93% indicates relatively modest historical top-line growth,70.0
TRENT,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95.0
TRENT,pro,PRO_6,Net profit compounding at above 20% over 5 years indicates strong earnings growth,95.0
TRENT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,95.0
TRENT,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
TRENT,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TRENT,con,FALLBACK_CON_MARGIN,Current operating margin of 16.00% leaves scope for further improvement in operating efficiency,65.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits indicates improving operating leverage and scale benefits,85.0
TVSMOTOR,pro,PRO_12,Growing asset base indicates expansion of the underlying operating platform,85.0
TVSMOTOR,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings compounding,76.2
TVSMOTOR,con,CON_2,Negative recent free cash flow indicates pressure on internally generated cash,90.0
